Winner,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10
Blue,116.29599561604121,35.241175954560205,-39.40878824278784,7.331878076492909,8.187998520863415,5.745849758864359,-2.1917076619900877,-4.229461087325908,-1.3346556229910218,-1.002295635877216
Red,-22.951870734379217,1.9479326463096607,-13.136732655939115,-4.120693424266509,-5.428275960237425,-2.757071004624161,0.29619675979539273,-2.1813217163405945,-2.723435545682197,2.6463594556836547
Red,-22.07388036260943,46.78073775771175,-38.27834690958573,-10.627051882576424,-8.059395515656133,-7.441247573813792,0.2205813108889855,2.215382218652824,-1.2209743706298517,5.670984598758641
Red,-89.05393628570665,6.059571970796651,-8.830782806494817,1.6100071447789326,17.661925344364622,2.3571946956916654,5.417787879218096,-1.0077899859882349,2.8735643709649104,-4.354075334721053
Blue,0.9285759652672032,23.247148724963033,-11.786162001951727,-5.408240663243433,-9.603056008950153,-0.7819258400725618,1.9444728232893838,-1.042939176897407,-0.04423819164211495,5.297050660138933
Red,118.78231740304759,16.551764287716335,-2.133986623408476,-17.881842995543252,8.876273234402772,-3.439644577709917,8.91572210313687,2.3707823115774374,5.722989565577422,-4.5874834521874455
Red,-25.229186167238794,-7.999507538272913,-6.968477033533171,-1.8675215478602425,0.6489946992167503,0.2967991842549351,-5.920810383042325,-1.0629931214102408,0.5361228068023468,-7.032757163095839
Red,118.57084927168904,-14.57310076072964,6.767396440458328,-6.408280071825522,6.829230222205485,9.614997479506215,-6.496772380645142,-1.5789333899746087,6.925377709894126,6.980637365312567
Red,21.15501360175552,4.667085917595706,-13.547914012073642,-7.845091010404128,-3.8223383782848637,8.035218582359471,0.8000874746677812,2.8336755079166522,3.285351484056514,-2.6944745812107107
Red,-36.46822093961251,-17.696212284960268,0.004636998862371489,0.14252811974000898,-11.256102018704611,-7.400560022268596,-1.2648394383352022,1.5350221315508534,5.131026858405088,3.9574070428164587
Red,-0.6466563629916863,5.033154180954395,19.860084407048028,5.348156972047925,-3.4887939610721923,0.20252181552375775,5.984959577114546,-3.2523934720737704,1.2202842409471335,0.3013675052834708
Red,-21.017061793984208,-4.7378598799296165,-7.20415596526466,-7.574015925362619,-10.686786839030079,7.853165616680906,0.5773126540370526,-7.330811200025799,-3.5999140860242904,-9.261641253060223
Blue,102.06396695428218,9.81612527447738,2.073618725043608,-8.1909739989859,10.465812932978041,-0.6482880939658748,3.8282915678481473,2.1100536864515558,0.10936759687003805,2.274393681332146
Blue,45.33811545471902,-12.908161055797656,-1.6014524947787376,4.80054394668979,11.75905227720355,-7.890109287959123,-2.999937927923699,-4.619380288431409,-2.831192399999183,-2.056625869117225
Red,-25.459401275664725,-13.000513286586042,-3.3942615809782444,-0.20802431056819676,2.0498739500583203,-0.1577288830021225,-0.2094252646927838,-2.297548369139178,3.878954055997314,-1.4261646938330508
Blue,-23.7968242681283,54.474479217382495,8.957826192672284,3.845250635164532,-0.2256948932476572,-1.4933138784788549,-8.884991403100955,4.826147471784707,-4.352136813503422,-4.4992164351082495
Blue,21.88250110162706,21.315836750719278,-10.292771097299532,1.1592967136652208,-8.391380253341548,-18.47937783984224,-4.463669525519147,6.0164820496275615,1.790794624092758,0.7733251774244195
Blue,35.92249296461075,4.146530070873953,-4.9057009681632815,11.771667632406228,-6.702396532920917,2.437363918964468,0.2138431073186098,-0.9265265740493757,-0.4789736458178036,-1.6265962777357603
Blue,1.026738430323775,4.993509052181374,-9.036326314388452,-3.5080285881603936,-9.671024029986427,-4.722301522053977,8.974684556755683,-1.2596495270377437,-0.578631677456837,-1.5232728681073189
Blue,53.29113354375754,27.62955478986463,-10.002567796494302,-7.320437440860798,-10.867466408653506,4.296874148142464,-1.213509254232285,-4.748125639205902,1.7249498608094997,1.771025295310543
Blue,-20.268031866346828,-13.872713214644314,5.439672512875722,-6.299813131837104,-12.815948160694742,14.48389747436942,-1.2330245988847688,1.861875196849334,-2.2168909680079354,-2.3138201879252964
Blue,-72.21182943008512,17.591020594679613,-8.28003705885691,2.0031590560871635,10.532955087295063,-3.423606623484764,0.19369574366013997,-2.3411182316216244,1.5691144764095155,-1.2946107229387522
Red,1.1874497323485849,-4.0829067693728645,-8.988961375099127,-5.339603109416639,-12.185487789511265,-1.0782788147577334,-0.06986251047358986,-4.9955647842863495,5.069236760401648,-0.7082513417840942
Blue,-54.751561028989165,-15.87010642506072,3.042638785677623,0.4468780826251643,1.7192881125511075,3.6342872456184567,0.5857318248459926,-1.2878933935838088,-0.0075352367602298164,-6.275327335414179
Blue,0.6845917446370833,3.871254962015186,14.34704772494997,0.008127213318566475,-7.652157112928731,7.727624565368453,1.3504604926238117,-3.2542619402250748,-2.0564900820500935,0.009177328643820258
Red,-50.06723634047534,-5.606843039986087,11.568457793214273,-1.6360818702077278,-12.079874400323222,8.113186381802267,1.1297380135304247,0.5850977295178025,3.0160046050493308,2.7263798328058466
Blue,-76.93873333035842,-10.276868828492889,4.247544057503111,-3.5699768850492184,3.0970792586255733,-4.73831710098107,2.145384127143095,1.5686252910645486,0.1292646433472826,4.9201586884825215
Red,-50.351130315753615,-8.378218986868273,-5.203704650964824,-4.465292437475926,-13.115542756734351,-0.13644787456648252,-1.1523096782693478,-1.707355231833306,1.0370376025069987,-3.3103403607576176
Blue,-21.885465060958147,32.777484056994915,-19.468300043498644,-9.987010723191833,-6.542482778434164,8.585632685560917,0.49917359934607425,0.18851100618015887,-0.7807525864089813,4.93822342107408
Blue,24.04725619329027,7.172087716389769,-0.0039572893472712735,-3.3773034826348725,-12.276101389546,0.9046367849052016,4.546022035475251,-5.329843613190793,4.850164346295176,-0.8953226288437901
Red,-37.90934087228158,26.262442996086882,31.17879059797667,12.740418690145882,-2.974521540063328,-9.607416701492825,1.6802403271612998,-4.040258591710405,4.773064303139852,0.9501390427626045
Blue,-89.00977238784141,11.261569238702297,-0.5750280139038971,4.266583132425514,18.353736457007628,3.013382867082626,4.052090038726038,-0.6786992471878008,0.14443732077769975,2.1265597828231426
Red,-38.173624642173124,-11.203158636626682,7.391460129017397,1.6770540026196343,-4.39457249944963,-0.4946399628914219,-1.4452478887329758,1.7930473805353537,2.4447764698704266,-3.3262725200357255
Red,-87.18960827175896,-8.23587629278921,7.328820137775669,4.205469640114402,12.988349642672063,5.676915469685809,8.573212562758544,0.7387560405368323,-2.8569933665207663,-1.4168282304998332
Blue,-24.591652859570083,46.17540504166029,-26.015188395106957,-5.410648259910644,0.3697509589687598,-6.118045842091784,-0.9143468645060154,1.3544863798699491,-1.650090761214859,-1.741214818248494
Red,25.75963850085338,-6.9291615168538865,7.236116253357921,-4.958339730731822,-18.352315603184724,7.594317577770815,0.7616142699975333,2.230945553994525,4.913275979764156,-0.42191405837467805
Blue,-58.7127015637748,2.4054329473219846,-15.327891939523976,2.035796391549073,12.750437319631073,-8.810741541150941,-3.004577434168073,5.581313807169062,-2.2824887914220278,0.1458314776301462
Blue,-68.63710441286341,-10.275958729973643,12.039899389796716,2.647957153693904,-1.2421514123471944,4.124502741467367,-3.545296602683858,2.031754557777099,0.7944521690431905,2.8773864450846895
Red,-58.62849392832717,-7.268891898872071,0.5375108395691889,4.222142350917122,13.693630698707931,-0.34705085058156027,-4.586705857614524,-1.7450281711630784,-3.861326798153695,1.1355801271113393
Blue,-0.44866774113549457,38.61152759598748,10.110576877012338,0.800943514070512,-2.830645299500838,5.7099017778789545,1.3163475134675078,-3.6544145691268017,0.43846524836194056,-0.6373130136583063
Red,133.56034975822269,3.01563488312707,-2.5681402928372097,-0.8587849326117112,12.634646404533779,4.798873495990474,-4.758865883023066,2.815758869043065,4.4906003306754245,-4.0562600738731875
Red,-70.65257684242519,13.11473780940648,-10.759880514290112,-0.9514789274219935,5.840667542018653,-0.4150852711856131,2.6227487893548114,0.43017338604527605,3.711416887237086,-2.09846414468978
Red,-27.874744678998713,-10.876092828557681,7.451691979958014,-11.416291119226615,-10.375301292726206,9.810107890326142,-0.23336121530784573,0.24130365220021996,-6.378285139852011,-0.3022141175308618
Red,-72.08931079269387,-9.186156745689964,8.504974952512606,6.313962672935849,8.6014574683306,-2.788970299910373,-6.724803172290451,4.51700576905688,-0.25894399976284477,-1.8774797645656744
Red,-36.13753787847173,-13.787577138370189,1.0918394978956365,-1.3128255466036092,-11.42141798156068,-2.685018883398382,-0.8093368064199624,3.474717772957393,1.3388490285874597,-2.6072043967273886
Red,-55.12834776857294,18.547595272853833,7.2307207423227835,1.4199707487009108,5.538758046075877,8.49419034903192,3.120536338697435,6.80276275237172,-0.6765265386782205,1.5053517071857083
Blue,-71.87794245078909,4.756258876157875,-10.348837342929508,-2.582395186400409,10.61860603836279,8.1300208681363,3.889463663691422,-2.639780584592774,0.8873685030544132,0.7176998728770151
Red,-88.24408136962589,19.501077235759972,1.3568381537002396,5.278329258635311,16.00757499181075,-0.30699401853859665,4.874938846446108,0.15689087228665435,-2.534765928138166,-2.2156403981133015
Blue,-51.898498188518076,-16.538045375097973,3.2417193053753186,-2.004173319389,-6.999972233987192,4.7530656210832305,0.48200464524232356,-0.3830034960323635,-4.598122024612813,0.4777810003062334
Blue,-68.6111022852198,-4.663395358479955,-8.133766725544579,-1.338779838347507,-2.1279794001512853,-3.387693509301474,1.5967186111605998,2.408165747501186,4.024842076216214,-4.516950476748664
Blue,0.14126572032009493,23.179831070344722,23.459961922604723,5.783539263650556,-6.096344897294361,0.47280059830403753,-1.2065316951502043,3.665843408947776,-0.6726615401820032,-1.5851806196744709
Red,-0.8712209704899423,22.36126710426,3.230727853826138,-0.9688853809643402,-3.6501882510864525,4.144605557726347,-4.283303578770755,3.010651332965016,-1.3496134039992642,1.1480349209205307
Blue,51.04835877786396,-5.63424681876788,-1.9326430431036596,-0.5087554883798745,-5.462528444349672,-5.0999353052368415,-0.3887634161266465,0.5993722686246891,-2.949253552243012,1.946312030637878
Blue,-0.8896849533922124,0.015601165400589225,-0.4796868878400874,-2.8899773891036458,-2.612205513884009,6.5560291436119655,6.38778029469086,2.1881491022140414,-2.9291671068385,1.37441203224836
Red,20.00683340295226,-5.928228693233896,-3.107235341765504,-0.6394927288245086,-0.5260071348014534,-1.7291748060101935,3.707425535797355,3.094333560479895,-0.140323828003165,-3.736948267091878
Red,-38.20711009880265,-2.003174156413005,0.1819130874203418,0.830153748058013,-4.275819437100939,-3.94051918297247,-0.17652199119314468,5.271207418871603,1.2278460499811554,0.9830739806957989
Red,-22.331712210232638,-0.24483052659904256,3.6212230303674193,-0.48814289108822556,-7.071123346736767,0.4141515448756148,-0.13612121169707933,4.229300970763555,1.9972534088694223,-0.6700102429804601
Blue,50.794849040946225,-16.574517123633814,2.9436393154058433,-0.36848199583026225,-5.516424565930711,-0.9657916053828868,0.1407502960911516,5.559785292077265,7.441879125945201,-0.774989001046078
Blue,-36.9982207030023,-9.14978199259036,5.147477912766067,-2.354421900110294,-6.80432532592241,7.394704790555034,0.6647636692795507,-3.0701649487729754,0.33430656697553257,-5.692647614830513
Red,-73.66964302004283,-14.572965677218887,-1.003088964836577,6.305093584698489,14.498755973490539,-7.1614789671354195,2.659732836576868,1.2967667816746622,-5.243520960688005,3.2808042918728613
Red,-39.12862796474002,-12.98826191452656,5.549436859866704,1.55669397267723,-0.35784444717609326,1.5021842616087464,4.8497628554070085,-2.367665249787603,6.526776190729409,1.684163768336635
Blue,113.16290831472331,43.825542012749445,22.899919429392387,-6.7322744167231185,11.007037561305179,-4.189016334254934,-2.6184023656629147,-0.6676306673976511,1.2057655882686775,3.099058964666591
Red,0.9395388672475824,4.352478896351764,-3.8034979048432986,-1.2700476988609224,-10.377984706115777,-6.654895506847424,2.5829645080766963,0.761369532725493,0.749105848224094,1.587331965940858
Blue,2.1489819811360866,25.31952960367289,-13.29189806856515,-7.669438633048151,-13.063629296710678,1.2222000507533943,1.938980371351773,-1.9621068190329733,-2.0492605237805837,-4.20867131378069
Red,120.91305519511923,-0.40133835524611566,9.65863094336823,22.214110171359636,17.670893730492452,-10.511188432230549,2.792090647707956,2.4069800723785852,1.385009865212958,1.7793185584923696
Red,-24.434203018257566,22.822049556301227,2.531732862778204,-0.2433894159122929,0.9340603379802644,5.07414431488962,-2.36184120502916,1.0107465555712432,-0.0902016814831094,-1.202110102639184
Blue,20.324242546057853,37.09990862408878,-10.982045124865696,-3.638059613095133,0.7458967186231824,1.590674490914231,2.431003202750125,-3.6166671557438534,-2.102811300101421,0.6220335423108457
Red,-0.7537227449145556,24.48310419047467,7.649945239412772,1.3406358019461608,-2.9264620295805064,1.7167852843025855,1.9260868798061874,4.151571258453777,-3.7673661864702943,2.351758777012719
Blue,-55.9875191041842,6.825489985043172,-11.172010027283442,-1.1530866161421687,6.936291148568525,-0.03893687278008699,6.948102846982721,-7.860435162352601,2.797004572307373,-1.3282127276221252
Red,-34.94747465189604,-13.919431902640257,5.799154676584456,0.314076561260808,-14.817096263087521,-5.5586866446017416,1.277801076199668,2.45464196222416,-1.2007142284441197,2.96556348842177
Blue,-53.64349179561086,11.390205886832733,-8.749622321454682,-2.31168458816652,-1.557447287701375,-0.8197489552873685,-1.123877267670437,3.350753488053795,-4.014944759485324,-2.5301380030848013
Red,-2.0917133745686116,7.165039036653376,3.139067692825425,1.1012677091314607,-0.1125473252784808,0.06456745895673363,0.6379919272904035,2.5669734963528947,-2.5214644899606324,0.7134011832783941
Red,-21.78260238890582,0.055299517249598,-8.481658636893965,-3.8001229651180517,-8.286878931015407,-2.1667652809255458,5.0390727144998895,2.02376790900533,-6.025657618384873,-0.39755535531038383
Red,55.28455561059742,46.79408003378256,-12.660861455088956,-11.930711019494646,-16.094758985555924,12.926377817263086,-4.970846185727808,1.9575135900063716,4.250040040941423,7.377773123641676
Blue,0.25943692517775285,28.711273657065416,4.6353684577318734,2.0271363574661723,-7.1207941438667985,-5.8704391052628235,0.6606745262280861,-2.76818799572829,7.257594359091201,0.3196330633947004
Blue,-0.8705541299195775,31.86712651740499,-31.682132643259113,-11.424230072913863,-3.200191262163705,3.4994721498409778,5.251662468393254,2.5180113132729165,0.8939846579450695,0.5380911615379694
Blue,-89.89182240074294,7.657319129092346,-13.473278218665564,4.54015742087098,18.332550068189654,-9.685813239704132,-0.7189203063252332,3.109938608131615,-0.16903498147465393,-0.977370563879723
Blue,-57.55239744082584,11.679533070792319,8.523052044173054,5.660423414803356,12.618215886428118,1.930882134963399,-0.6073496725846718,2.703726848945607,-7.408033956648599,-0.5142217743834069
Blue,-36.30231956689172,53.34789737143142,-34.604234811503154,-10.570145728374381,-9.559699099629734,-5.323069035461847,-2.9358436239162327,3.2188506135206953,-1.8033895721094717,5.196852236077523
Blue,54.47014919682091,-6.59444526892765,-4.8715923964496115,-3.008609386638412,-17.24756262648042,-9.165571699379177,-0.138802501082792,-2.2796058236278207,1.040306524693398,-2.6494661433591924
Red,-57.96774248737681,5.134299144812548,10.184980115120357,8.42410662915771,12.60115037136369,-4.863188240429811,-1.389976067934471,-0.491412585914879,-3.5926661909242665,-1.9368471929040032
Red,-0.6446951735535981,50.53344738914959,-35.72336148669793,-10.148436470305693,-4.9980602715840945,-4.926388449562825,-1.9406559102529586,-0.7846638212532626,-2.745611045881959,4.193897182054975
Red,20.707338456773922,-13.818776014222196,3.28694056872445,-2.6152399275202187,-2.336022219248214,8.626445181463328,0.9613573412980272,8.807298249105074,-0.2541669477277423,-2.5300690435202076
